,ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
2071,5529,1891,9.0,16.0,21.0,30.0,-43,172.73,,,
2072,5534,2013,11.0,17.0,9.0,4.0,-60,-46.401,7.7,10.0,
2073,5535,1971,3.0,19.0,,,-11,-76.5,,,
2074,5547,1871,8.0,,,,-42,170.96,,,
2075,5551,1846,5.0,7.0,,,-38,175.73,,,
2076,5542,1914,10.0,6.0,19.0,15.0,-37,178.2,,,
2077,5548,1869,3.0,31.0,18.0,0.0,-45,170.98,,,
2078,5540,1956,3.0,2.0,22.0,43.0,-38,175.8,5.3,,
2079,5549,1869,1.0,4.0,1.0,30.0,-39,174.07,,,
2080,5545,1886,12.0,,,,-43,168.616,,,
2081,5544,1904,8.0,25.0,10.0,0.0,-39,177.2,,,
2082,5546,1877,12.0,1.0,8.0,30.0,-38,178.33,,,
2083,5552,1831,,,,,-38,178.0,,,
2084,5555,2014,3.0,16.0,21.0,16.0,-19,-70.814,6.7,21.0,
2085,5564,2014,4.0,19.0,13.0,29.0,-6,155.024,7.5,43.0,
2086,5561,1878,8.0,,,,-19,168.5,,,
2087,5565,1601,9.0,8.0,1.0,,46,8.5,6.2,,
2088,5562,1899,10.0,19.0,9.0,16.0,-5,148.0,,,1.5
2089,5560,2014,4.0,13.0,12.0,36.0,-11,162.05100000000002,7.4,39.0,
2090,5563,2014,4.0,18.0,14.0,28.0,17,-100.972,7.2,24.0,
2091,5566,1953,3.0,25.0,,,32,139.85,,,-1.0
2092,5558,2014,4.0,3.0,2.0,43.0,-20,-70.493,7.7,22.0,
2093,5559,2014,4.0,12.0,20.0,14.0,-11,162.148,7.6,23.0,
2094,5557,2014,4.0,1.0,23.0,46.0,-19,-70.76899999999999,8.2,25.0,
2095,5571,2014,6.0,23.0,20.0,53.0,51,178.735,7.9,109.0,
2096,5572,2014,6.0,23.0,19.0,20.0,-29,-177.725,6.9,20.0,
2097,5568,1974,10.0,17.0,19.0,5.0,54,-128.7,,,
2098,5569,1963,10.0,9.0,21.0,39.0,46,12.329,,,
2099,5573,1904,12.0,20.0,5.0,44.0,9,-82.8,7.2,,
2100,5574,2014,7.0,11.0,19.0,23.0,37,142.453,6.5,20.0,
2101,5576,1994,6.0,4.0,0.0,57.0,-10,113.366,6.5,11.0,
2102,5575,2014,7.0,25.0,10.0,55.0,58,-136.96,6.1,10.0,
2103,5577,2014,10.0,9.0,2.0,14.0,-32,-110.811,7.0,16.0,
2104,5578,2014,11.0,15.0,2.0,32.0,1,126.522,7.1,45.0,
2105,5580,2015,2.0,16.0,23.0,6.0,39,142.881,6.7,23.0,
2106,5581,2015,3.0,29.0,23.0,48.0,-4,152.562,7.5,41.0,
2107,5579,1950,4.0,30.0,23.0,49.0,6,-83.0,,,
2108,5582,2015,2.0,19.0,13.0,18.0,-16,168.148,6.4,10.0,
2109,5584,2015,5.0,2.0,16.0,51.0,31,140.213,5.7,10.0,
2110,5583,2015,5.0,5.0,1.0,44.0,-5,151.875,7.5,55.0,
2111,5586,551,7.0,7.0,,,38,22.3,,,
2112,5585,1795,,,,,10,-61.7,,,
2113,5589,2015,7.0,10.0,4.0,12.0,-9,158.403,6.7,12.0,
2114,5588,2015,7.0,18.0,2.0,28.0,-10,165.141,7.0,11.0,
2115,5587,1905,1.0,20.0,18.0,23.0,9,-84.68,6.8,,
2116,5591,2015,7.0,27.0,4.0,49.0,52,-169.399,6.9,23.0,
2117,5590,2015,9.0,16.0,22.0,55.0,-31,-71.67399999999999,8.3,22.0,
2118,5596,2015,10.0,18.0,5.0,19.0,60,-141.3,,,
2119,5593,2015,11.0,13.0,20.0,51.0,31,128.873,6.7,12.0,
2120,5594,2015,11.0,17.0,7.0,10.0,38,20.6,6.5,11.0,
2121,5592,2015,11.0,11.0,1.0,54.0,-29,-72.12,6.9,33.0,
2122,5598,2016,3.0,2.0,12.0,49.0,-4,94.33,7.8,24.0,
2123,5599,2016,4.0,16.0,23.0,58.0,0,-80.16,7.8,17.0,
2124,5602,1993,3.0,12.0,14.0,1.0,-14,-178.252,6.4,10.0,
2125,5601,1694,4.0,,,,25,121.5,5.5,,
2126,5600,2016,4.0,28.0,19.0,33.0,-16,167.37900000000002,7.0,24.0,
2127,5610,1805,5.0,8.0,,,-29,167.95,,,
2128,5605,2016,8.0,19.0,7.0,33.0,-55,-31.877,7.4,10.0,
2129,5604,2016,8.0,12.0,1.0,26.0,-22,173.11700000000002,7.2,16.0,
2130,5607,2014,10.0,14.0,3.0,51.0,12,-88.12299999999999,7.3,40.0,
2131,5609,2001,10.0,12.0,5.0,2.0,52,-132.2,6.1,20.0,
2132,5613,2016,11.0,13.0,11.0,2.0,-42,173.054,7.8,15.0,
2133,5608,1892,8.0,30.0,,,-19,-175.07,,,
2134,5606,2016,9.0,1.0,16.0,37.0,-37,179.146,7.0,19.0,
2135,5614,1917,8.0,16.0,,,58,-134.14700000000002,,,
2136,5626,1837,8.0,1.0,,,51,3.57,,,
2137,5622,1896,2.0,16.0,18.0,0.0,17,-76.7,,,
2138,5616,1892,5.0,10.0,,,-34,-56.167,,,
2139,5621,1897,12.0,29.0,10.0,32.0,18,-69.95,,,
2140,5629,1897,3.0,26.0,,,-10,165.8,,,
2141,5624,1897,4.0,29.0,,,-43,172.8,,,
2142,5633,1894,5.0,10.0,,,25,-108.95,,,
2143,5620,2016,11.0,24.0,18.0,43.0,11,-88.835,6.9,33.0,
2144,5636,2016,12.0,17.0,10.0,51.0,-4,153.52200000000002,7.9,95.0,
2145,5630,2016,12.0,8.0,17.0,38.0,-10,161.327,7.8,40.0,
2146,5628,1895,5.0,31.0,,,-18,-71.0,,,
2147,5625,1919,8.0,19.0,,,10,-71.6,,,
2148,5615,1892,3.0,27.0,,,-18,-70.35,,,
2149,5631,1962,1.0,11.0,5.0,5.0,43,17.1,6.1,33.0,
2150,5632,2016,12.0,9.0,19.0,11.0,-10,161.132,6.9,20.0,
2151,5627,1895,7.0,9.0,5.0,30.0,-43,172.9,,,
2152,5618,2016,11.0,21.0,20.0,59.0,37,141.387,6.9,9.0,
2153,5634,1880,9.0,23.0,,,-33,151.3,,,
2154,5623,1897,,,,,16,-62.18,,,
2155,5644,1967,10.0,,,,59,-151.106,,,
2156,5641,1996,9.0,5.0,23.0,42.0,21,121.498,6.8,20.0,
2157,5642,2017,1.0,22.0,4.0,31.0,-6,155.172,7.9,135.0,
2158,5637,2016,12.0,25.0,14.0,22.0,-43,-74.391,7.6,30.0,
2159,5645,1883,11.0,14.0,,,19,-155.505,,,
2160,5639,2017,1.0,3.0,21.0,53.0,-19,176.05200000000002,6.9,12.0,
2161,5643,2017,3.0,19.0,4.0,30.0,27,51.94,,,
2162,5640,1781,4.0,,,,24,121.0,,,
2163,5648,2017,4.0,28.0,20.0,23.0,5,125.066,6.9,26.0,
2164,5649,2017,5.0,1.0,12.0,31.0,59,-136.67700000000002,6.2,1.0,
2165,5647,2017,4.0,24.0,21.0,39.0,-33,-72.062,6.9,28.0,
2166,5646,1579,3.0,16.0,,,8,-83.88,,,
2167,5651,2017,6.0,17.0,23.0,39.0,71,-52.569,,0.0,
2168,5653,1903,10.0,20.0,,,64,-66.2,,,
2169,5654,2017,7.0,17.0,23.0,35.0,54,168.857,7.7,10.0,
2170,5655,2017,7.0,20.0,22.0,31.0,36,27.414,6.6,7.0,
2171,5657,1833,9.0,18.0,10.0,45.0,-18,-71.01,7.7,60.0,
2172,5656,2017,7.0,19.0,12.0,50.0,11,-74.3,,,
2173,5652,2017,6.0,12.0,12.0,28.0,38,26.365,6.3,12.0,
2174,5665,1870,10.0,20.0,,,47,-70.5,,,
2175,5661,1975,12.0,16.0,21.0,1.0,-18,178.46400000000003,4.9,33.0,
2176,5659,1948,5.0,23.0,9.0,13.0,37,121.8,6.0,,
2177,5664,2017,11.0,1.0,2.0,24.0,-21,168.859,6.6,22.0,
2178,5660,1950,12.0,2.0,19.0,51.0,-18,167.5,7.8,60.0,
2179,5663,2017,10.0,31.0,0.0,43.0,-21,169.149,6.7,24.0,
2180,5667,1844,5.0,,,,11,-84.8,7.4,,
2181,5658,2017,9.0,8.0,4.0,49.0,14,-94.103,8.2,46.0,
2182,5662,1908,4.0,6.0,,,45,-75.6,,,
2183,5666,1820,,,,,48,-122.36,,,
2184,5672,2018,1.0,10.0,2.0,51.0,17,-83.51899999999999,7.5,10.0,
2185,5673,2018,1.0,23.0,9.0,31.0,56,-149.07299999999998,7.9,25.0,
2186,5670,2017,11.0,19.0,22.0,43.0,-21,168.672,7.0,10.0,
2187,5669,1976,7.0,11.0,16.0,54.0,7,-78.1,6.7,22.0,
2188,5671,2017,12.0,8.0,,,-30,-179.0,,,
2189,5668,1913,10.0,2.0,4.0,23.0,7,-80.6,6.7,,
2190,5676,2018,2.0,9.0,,,-3,144.588,,,
2191,5674,2015,5.0,10.0,,,69,20.92,,,
2192,5677,1872,6.0,13.0,,,43,-78.0,,,
2193,5675,2018,1.0,14.0,9.0,18.0,-15,-74.744,7.1,36.0,
2194,5680,1584,3.0,11.0,10.0,30.0,46,6.97,5.9,,
2195,5678,2018,5.0,4.0,22.0,32.0,19,-155.032,6.9,5.0,
2196,5681,1877,9.0,,,,10,108.3,,,
2197,5682,1882,7.0,,,,10,108.1,,,
2198,5685,2018,8.0,5.0,11.0,46.0,-8,116.452,6.9,31.0,
2199,5691,1994,,,,,45,36.72,,,
2200,5693,2014,6.0,27.0,10.0,37.0,46,30.67,,,
2201,5692,2000,,,,,45,36.7,,,
2202,5690,2018,10.0,25.0,22.0,54.0,37,20.563,6.8,14.0,
2203,5686,2018,8.0,19.0,0.0,19.0,-18,-178.111,8.2,563.0,
2204,5687,2018,8.0,21.0,21.0,31.0,10,-62.883,7.3,154.0,
2205,5688,2018,8.0,29.0,3.0,51.0,-22,170.05,7.1,27.0,
2206,5689,2018,9.0,28.0,10.0,2.0,0,119.84,7.5,10.0,
2207,5698,2018,12.0,5.0,4.0,18.0,-21,169.446,7.5,10.0,
2208,5694,1939,7.0,24.0,,,12,-61.63,,,
2209,5696,1902,6.0,6.0,,,14,-61.065,,,
2210,5695,1965,10.0,24.0,,,12,-61.63,,,
2211,5697,1902,7.0,8.0,,,14,-61.00899999999999,,,
2212,5699,2018,12.0,22.0,13.0,55.0,-6,105.423,,,
2213,5703,1990,6.0,20.0,21.0,0.0,36,49.409,7.3,19.0,
2214,5701,2008,11.0,23.0,,,31,109.92,,,
2215,5702,1810,8.0,27.0,,,26,-111.35,7.4,,
2216,5700,2015,6.0,24.0,,,31,109.896,,,
2217,5706,2012,3.0,9.0,7.0,9.0,-19,169.613,6.7,16.0,
2218,5712,2019,6.0,18.0,13.0,22.0,38,139.472,6.4,12.0,
2219,5713,2009,7.0,1.0,9.0,30.0,34,25.471,6.4,19.0,
2220,5705,2019,5.0,14.0,12.0,58.0,-4,152.597,7.6,10.0,
2221,5707,1997,3.0,12.0,,,-21,168.0,,,
2222,5708,1936,,,,,-20,165.0,,,
2223,5709,1942,5.0,,,,-20,165.0,,,
2224,5710,2019,6.0,14.0,0.0,19.0,-30,-72.082,6.4,11.0,
2225,5711,2019,6.0,15.0,22.0,55.0,-30,-178.095,7.2,34.0,
2226,5716,2019,8.0,28.0,,,38,15.213,,,
2227,5717,2002,3.0,24.0,,,36,28.2,,,
2228,5721,2011,5.0,10.0,8.0,55.0,-20,168.226,6.8,11.0,
2229,5722,2015,11.0,18.0,18.0,31.0,-8,158.422,6.8,13.0,
2230,5723,2017,11.0,19.0,9.0,26.0,-21,168.673,6.3,14.0,
2231,5724,2017,11.0,19.0,15.0,10.0,-21,168.59799999999998,6.6,13.0,
2232,5725,2018,10.0,16.0,1.0,3.0,-21,169.52200000000002,6.5,17.0,
2233,5714,2018,12.0,11.0,4.0,48.0,50,131.47,,,
2234,5718,1978,,,,,21,108.0,,,
2235,5719,1899,,,,,19,106.0,,,
2236,5720,1923,,,,,10,109.014,6.1,,
2237,5727,2006,6.0,15.0,,,40,3.83,,,
2238,5726,1806,,,,,-9,-139.0,,,
2239,5733,2019,11.0,14.0,16.0,17.0,1,126.416,7.1,33.0,
2240,5734,2009,9.0,2.0,7.0,55.0,-7,107.297,7.0,46.0,
2241,5736,2020,1.0,7.0,8.0,24.0,17,-66.813,6.4,10.0,
2242,5737,1909,10.0,6.0,2.0,41.0,41,-112.7,,,
2243,5735,1988,8.0,20.0,23.0,9.0,26,86.616,6.6,57.0,
2244,5738,1952,,,,,70,-53.0,,,
2245,5743,2014,7.0,21.0,23.0,24.0,65,-16.7,,,
2246,5740,2020,1.0,28.0,19.0,10.0,19,-78.755,7.7,10.0,
2247,5741,2016,8.0,20.0,9.0,1.0,40,143.68,6.0,10.0,
2248,5742,1998,5.0,30.0,18.0,18.0,39,143.441,6.2,33.0,
2249,5746,2020,3.0,25.0,2.0,49.0,48,157.69299999999998,7.5,57.0,
2250,5745,1585,6.0,28.0,,,40,24.5,7.0,,
2251,5744,1905,11.0,8.0,22.0,6.0,40,24.627,7.2,15.0,
2252,5747,2020,5.0,2.0,12.0,51.0,34,25.712,6.6,17.0,
2253,5748,2020,5.0,29.0,5.0,30.0,-8,114.242,,,
2254,5753,2020,7.0,22.0,6.0,12.0,55,-158.52200000000002,7.8,28.0,
2255,5750,2020,6.0,18.0,12.0,49.0,-33,-177.838,7.4,10.0,
2256,5752,2013,4.0,22.0,1.0,16.0,18,-102.182,6.0,30.0,
2257,5749,1867,6.0,10.0,,,-7,110.4,,,
2258,5751,2020,6.0,23.0,15.0,29.0,16,-95.901,7.4,26.0,
